Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min)
OLA100154,2024-05-03,08:51:00,CUST1350,DRV407,Mini,Whitefield,INDIRANAGAR,10.2,Success,,UPI,131.94,4.3,4.0,29.0
OLA100796,2024-02-05,10:27:00,CUST1002,DRV383,bike,Jayanagar,MG Road,8.8,Success,,OLA MONEY,73.49,4.6,4.7,28.9
OLA101099,2024-01-29,21:29:00,CUST1212,DRV474,SEDAN,Domlur,Koramangala,16.4,Success,,CREDIT CARD,253.94,3.6,4.2,34.9
OLA101465,2024-04-29,18:58:00,CUST1254,DRV257,mini,Yelahanka,Electronic City,7.5,Success,,UPI,114.89,4.0,4.5,18.1
OLA101141,2024-05-22,05:23:00,CUST1048,DRV286,Mini,Malleshwaram, Koramangala ,2.7,Success,, Cash ,44.84,4.1,4.5,16.2
OLA100694,2024-05-30,17:09:00,CUST1029,DRV321,SUV,JP NAGAR,Indiranagar,18.0,Success,,DEBIT CARD,351.66,5.0,4.9,59.4
OLA100930,2024-06-29,10:55:00,CUST1446,DRV280,PRIME,Whitefield,Sarjapur Road,4.4,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100744,2024-06-22,02:42:00,CUST1330,DRV275,Mini,KR Puram,Electronic City,6.0,Success,, UPI ,88.63,,,18.5
OLA100239,2024-03-27,14:08:00,CUST1289,DRV448,Auto,Indiranagar,Whitefield,6.5,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100550,2024-02-11,08:02:00,,DRV494,MINI,Marathahalli,Bellandur,5.5,Success,,UPI,81.03,4.3,4.7,21.8
OLA100402,2024-06-04,08:36:00,CUST1332,DRV475,Mini,HEBBAL,Bellandur,3.9,Success,,upi,67.65,3.7,4.3,12.8
OLA100152,2024-05-28,07:42:00,CUST1319,DRV509,Sedan,SARJAPUR ROAD,Indiranagar,3.3,Success,,Cash,85.96,3.9,3.9,16.5
OLA100324,2024-06-22,09:47:00,CUST1059,DRV248,Bike,INDIRANAGAR,Koramangala,7.7,Success,,Cash,86.76,4.0,4.1,26.8
OLA100504,2024-02-14,20:47:00,CUST1077,DRV428,sedan,HSR Layout,Hebbal,5.1,Success,,UPI,109.88,,,20.1
OLA100597,2024-02-15,16:02:00,CUST1369,DRV448,Auto,Indiranagar, MG Road ,11.5,Success,,Ola Money,116.42,3.7,3.7,44.3
OLA100924,2024-03-01,06:56:00,CUST1089,DRV396,Auto,Rajajinagar,Whitefield,3.8,Success,,Cash,47.26,4.8,4.4,18.8
OLA100668,2024-04-16,02:33:00,CUST1162,DRV395,Mini,MG Road,Electronic City,2.6,Success,,upi,59.85,4.7,4.6,14.2
OLA100513,2024-03-23,08:49:00,CUST1037,DRV341,Auto,Bellandur,Rajajinagar,2.7,Success,,Cash,46.58,5.0,4.2,8.8
OLA101447,2024-04-25,14:17:00,CUST1152,DRV285,Mini,Yelahanka,JP Nagar,4.9,Success,,UPI,79.02,4.4,4.1,16.0
OLA100380,2024-01-02,15:07:00,CUST1266,DRV203,sedan,jayanagar,Banashankari,3.9,Success,,UPI,81.87,3.6,4.0,15.3
OLA100549,2024-02-07,10:29:00,CUST1085,DRV516,BIKE,jp nagar, Hebbal ,1.3,Success,,DEBIT CARD,28.27,4.2,3.9,10.2
OLA101109,2024-06-23,07:40:00,CUST1439,DRV516,MINI,Electronic City, Sarjapur Road ,10.5,Success,,Wallet,158.77,5.0,5.0,24.7
OLA100621,2024-05-10,19:36:00,,DRV499,Mini,Koramangala,JP Nagar,11.6,Success,,Cash,165.61,3.5,4.0,26.0
OLA100156,2024-01-25,04:24:00,CUST1442,DRV515, Sedan ,HSR Layout,BANASHANKARI,3.9,Success,,Wallet,97.61,4.9,5.0,14.3
OLA101152,2024-01-30,20:00:00,CUST1123,DRV369,Prime,BELLANDUR,BTM Layout,3.7,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100704,2024-02-23,08:12:00,CUST1231,DRV320,Sedan,Hebbal,KR PURAM,1.4,Success,,Cash,61.26,5.0,3.8,6.9
OLA101306,2024-03-05,11:52:00,CUST1254,DRV437,auto,Bellandur, Yelahanka ,8.2,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA101453,2024-02-26,12:57:00,CUST1326,DRV425,Auto,HEBBAL,KR Puram,7.7,Success,,credit card,81.09,4.7,4.2,25.1
OLA100192,2024-04-25,19:05:00,CUST1274,DRV297,mini,Bellandur,Indiranagar,6.4,Success,,Cash,111.61,3.7,4.3,19.7
OLA100962,2024-04-20,02:10:00,CUST1037,DRV267,suv,Malleshwaram,Bellandur,1.9,Success,, Credit Card ,76.33,4.0,4.8,10.2
OLA100811,2024-05-11,12:45:00,CUST1368,DRV468,MINI, BTM Layout ,yelahanka,17.6,Success,,UPI,229.85,4.0,4.7,54.0
OLA101466,2024-06-21,18:06:00,CUST1068,DRV386,SEDAN,indiranagar,sarjapur road,2.5,Success,,cash,55.65,4.2,4.4,14.6
OLA101092,2024-05-05,18:22:00,CUST1383,DRV362,SEDAN,Jayanagar,WHITEFIELD,7.9,Success,,cash,149.59,3.8,3.8,24.6
OLA101351,2024-02-25,18:56:00,CUST1169,DRV251,Mini,Sarjapur Road,BTM LAYOUT,1.7,Success,,UPI,61.44,3.9,4.5,8.3
OLA100164,2024-01-14,15:10:00,CUST1268,DRV517,Auto,Bellandur,electronic city,3.1,Success,,UPI,64.45,3.3,4.4,13.4
OLA100764,2024-01-09,15:19:00,CUST1257,DRV263,MINI,SARJAPUR ROAD, Airport (KIA) ,6.0,Success,,UPI,99.93,3.7,4.4,24.1
OLA100929,2024-02-02,18:19:00,CUST1051,DRV260,Sedan,Indiranagar,sarjapur road,5.2,Success,,UPI,97.73,4.9,5.0,17.5
OLA100691,2024-06-15,20:50:00,CUST1013,DRV432,SUV,Sarjapur Road,JAYANAGAR,7.0,Success,,Ola Money,144.24,3.8,4.7,20.6
OLA100531,2024-01-27,18:59:00,CUST1275,DRV290,MINI, Koramangala ,Malleshwaram,3.2,Success,,Cash,65.65,4.4,4.5,13.7
OLA100992,2024-01-27,12:04:00,CUST1192,DRV265,Auto,hsr layout, JP Nagar ,2.1,Success,,UPI,54.24,,,13.1
OLA101407,2024-02-12,13:14:00,CUST1000,DRV203,Auto, Malleshwaram ,Rajajinagar,6.1,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA101486,2024-02-28,06:25:00,CUST1141,DRV246,Sedan,Rajajinagar,JP Nagar,4.6,Success,,UPI,80.68,4.0,3.9,20.6
OLA100449,2024-05-08,09:03:00,CUST1320,DRV331,Bike,Koramangala,Sarjapur Road,12.1,Success,,UPI,116.07,3.9,3.7,36.2
OLA101145,2024-06-17,14:24:00,CUST1401,DRV429,Bike, JP Nagar , Whitefield ,2.8,Success,,UPI,41.95,3.7,4.2,14.8
OLA101163,2024-02-06,20:43:00,CUST1119,DRV203,Sedan,Sarjapur Road,Indiranagar,5.1,Success,,credit card,110.81,4.7,4.7,18.9
OLA100088,2024-03-24,18:11:00,CUST1102,DRV267,Auto,Banashankari,JP Nagar,4.4,Success,,WALLET,65.25,3.9,4.8,20.5
OLA101166,2024-04-09,23:56:00,CUST1082,DRV388,Auto,Rajajinagar,HEBBAL,7.8,Success,, UPI ,81.72,4.5,4.3,22.0
OLA101005,2024-02-18,11:11:00,CUST1382,DRV205,Mini,Banashankari, JP Nagar ,3.6,Success,,Ola Money,60.45,4.5,4.5,17.0
OLA101085,2024-05-26,20:39:00,CUST1332,DRV297,AUTO,rajajinagar,Marathahalli,9.5,Cancelled by Driver,Customer not reachable,,0.0,,,0.0
OLA100777,2024-02-13,12:42:00,CUST1000,DRV327,Sedan, Malleshwaram ,HEBBAL,12.1,Success,,cash,204.17,4.0,3.9,34.0
OLA100814,2024-03-12,07:01:00,CUST1275,DRV498,Mini,bellandur,Marathahalli,3.0,Success,,upi,74.1,4.6,4.0,13.9
OLA101420,2024-05-17,19:06:00,CUST1321,DRV299,MINI,RAJAJINAGAR,HSR Layout,8.9,Success,,credit card,130.08,4.3,4.9,24.7
OLA100685,2024-04-17,14:20:00,CUST1002,,mini,WHITEFIELD, Domlur ,1.1,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100801,2024-02-16,08:54:00,CUST1302,,Mini,ELECTRONIC CITY,RAJAJINAGAR,8.0,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100934,2024-05-21,13:08:00,CUST1138,DRV221,Mini,AIRPORT (KIA),JP Nagar,6.3,Success,,OLA MONEY,91.06,4.1,4.1,22.0
OLA100910,2024-04-15,12:58:00,CUST1286,DRV213,PRIME,RAJAJINAGAR,Whitefield,2.6,Success,,Cash,89.68,4.1,3.8,10.5
OLA100520,2024-01-17,18:41:00,CUST1157,DRV455,suv,KR Puram,Koramangala,11.5,Success,, UPI ,223.11,4.0,4.4,26.0
OLA101025,2024-04-30,17:53:00,CUST1237,DRV324,Auto, MG Road ,rajajinagar,16.0,Success,, Ola Money ,146.86,5.0,4.8,55.0
OLA100238,2024-01-24,18:29:00,CUST1325,DRV383,Bike, JP Nagar ,Bellandur,5.7,Success,,Debit Card,55.73,4.7,4.9,19.9
OLA100343,2024-02-11,22:43:00,CUST1128,DRV274,BIKE,HEBBAL,Jayanagar,18.0,Success,,Ola Money,145.61,4.4,4.9,39.4
OLA100297,2024-03-18,09:53:00,CUST1251,DRV250,PRIME,BTM LAYOUT,Electronic City,6.5,Success,,Credit Card,154.01,3.9,4.1,17.4
OLA100201,2024-06-21,12:58:00,CUST1091,DRV254,Bike,MALLESHWARAM,Electronic City,6.7,Success,, Debit Card ,62.43,4.3,4.4,22.8
OLA100376,2024-04-06,11:06:00,CUST1008,DRV303,SUV,Malleshwaram,rajajinagar,3.5,Success,,cash,102.8,5.0,4.9,17.7
OLA101028,2024-02-05,13:02:00,CUST1108,DRV354,Sedan,YELAHANKA,Rajajinagar,6.6,Success,,DEBIT CARD,127.02,5.0,4.1,22.3
OLA100100,2024-06-24,06:45:00,CUST1227,DRV237,bike,Yelahanka,Electronic City,9.7,Success,,UPI,75.17,4.3,4.0,27.0
OLA100969,2024-02-22,14:32:00,CUST1386,DRV286,mini,INDIRANAGAR,Sarjapur Road,6.3,Success,,upi,100.44,4.4,4.9,22.2
OLA100687,2024-06-09,20:53:00,CUST1128,DRV326,Mini,BTM Layout,banashankari,9.8,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100903,2024-03-11,09:02:00,CUST1296,DRV466,Auto,Domlur,MG ROAD,4.3,Success,,UPI,62.4,4.6,3.9,14.9
OLA100648,2024-02-08,18:33:00,CUST1215,DRV316,Mini,Rajajinagar, KR Puram ,2.5,Cancelled by Driver,Traffic/road closure,,0.0,,,0.0
OLA101324,2024-04-28,06:53:00,,DRV504,SUV,MG Road,Domlur,7.2,Success,,UPI,148.67,3.4,4.7,19.9
OLA100110,2024-01-02,08:13:00,CUST1392,DRV270,AUTO, Hebbal ,banashankari,3.4,Success,,Cash,45.8,4.4,4.4,11.3
OLA100337,2024-04-25,12:37:00,CUST1258,DRV268,Prime,koramangala,JP Nagar,9.4,Success,,Ola Money,225.09,4.3,4.1,29.0
OLA100180,2024-05-26,14:10:00,CUST1167,DRV466,SEDAN,Jayanagar,Domlur,6.3,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA100623,2024-04-26,16:17:00,CUST1304,DRV202,SEDAN,INDIRANAGAR,Airport (KIA),10.5,Success,,Cash,171.75,4.5,4.3,30.0
OLA100555,2024-05-11,11:31:00,CUST1162,DRV508,suv,Indiranagar,Bellandur,3.7,Success,,UPI,93.53,4.3,4.3,13.6
OLA100856,2024-03-19,13:55:00,CUST1063,DRV455,Auto,KR Puram,rajajinagar,10.2,Success,,Debit Card,108.91,3.9,4.6,29.1
OLA100631,2024-04-10,04:26:00,CUST1448,DRV352,Sedan,KR Puram,AIRPORT (KIA),4.9,Success,,UPI,102.31,4.7,3.8,16.6
OLA101117,2024-06-28,21:26:00,CUST1029,DRV253,Bike,Marathahalli,Hebbal,5.4,Success,, UPI ,74.54,3.9,4.7,20.3
OLA100119,2024-01-16,12:51:00,CUST1428,DRV375,Prime,WHITEFIELD,JP Nagar,12.0,Success,, Cash ,274.38,4.0,4.5,33.7
OLA100925,2024-04-05,16:53:00,CUST1015,DRV289,Sedan,KR Puram,Bellandur,4.8,Success,,cash,86.2,3.9,4.6,14.3
OLA101428,2024-06-26,18:42:00,CUST1430,DRV477,Sedan,Domlur,marathahalli,1.5,Success,,upi,51.22,4.7,4.4,11.8
OLA101064,2024-02-28,18:23:00,CUST1340,DRV216,Sedan,MG ROAD,banashankari,8.9,Success,,CASH,154.82,4.4,4.0,24.1
OLA100135,2024-05-21,01:55:00,CUST1240,DRV222,auto, Banashankari ,MARATHAHALLI,15.1,Success,,Credit Card,158.22,3.5,4.4,51.3
OLA100486,2024-06-06,08:23:00,CUST1200,DRV293, Auto ,yelahanka,Banashankari,3.7,Success,,Cash,58.2,3.9,4.0,13.1
OLA100053,2024-05-24,18:22:00,CUST1272,DRV419,Auto,whitefield,jp nagar,3.3,Success,,Cash,60.83,3.8,4.8,13.2
OLA100361,2024-03-25,10:42:00,CUST1335,DRV320,Mini,Domlur,Whitefield,8.4,Success,,UPI,134.4,3.3,4.4,26.4
OLA100260,2024-01-01,18:24:00,CUST1434,,Mini,malleshwaram,BTM LAYOUT,4.1,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101042,2024-03-22,06:14:00,CUST1009,DRV366,Mini, Domlur ,hebbal,4.8,Success,,cash,89.64,4.3,4.5,16.3
OLA101091,2024-04-12,08:49:00,CUST1194,DRV502,Bike,Whitefield,jayanagar,9.3,Success,,UPI,86.0,4.5,4.7,25.1
OLA100330,2024-02-08,19:35:00,CUST1313,DRV227,Mini,HSR Layout,JP Nagar,5.1,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100608,2024-03-07,07:37:00,CUST1423,DRV367,Auto,JAYANAGAR,Whitefield,2.0,Success,,Ola Money,43.43,3.8,4.8,11.6
OLA100298,2024-06-03,16:12:00,CUST1226,DRV308,Bike,RAJAJINAGAR,Malleshwaram,10.8,Cancelled by Customer,Change of plans,,0.0,,,0.0
OLA100860,2024-02-01,10:50:00,CUST1237,DRV411, Bike ,BELLANDUR,Koramangala,8.2,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100737,2024-02-06,20:08:00,CUST1046,DRV288,suv,JAYANAGAR,Marathahalli,8.1,Success,,UPI,176.02,3.6,4.5,22.8
OLA100755,2024-01-01,22:52:00,CUST1164,DRV208,AUTO,Indiranagar,BANASHANKARI,14.8,Success,,Debit Card,153.74,4.6,3.9,42.3
OLA100642,2024-04-16,21:31:00,CUST1155,DRV320,Mini, Indiranagar ,Koramangala,9.0,Success,,Ola Money,124.76,4.7,4.9,22.7
OLA100894,2024-01-30,05:02:00,CUST1294,DRV336,Mini,JP Nagar,MG Road,7.4,Cancelled by Driver,Personal emergency,,0.0,,,0.0
OLA101269,2024-03-15,20:24:00,CUST1307,DRV440,Prime,Sarjapur Road,btm layout,4.1,Success,,Cash,116.36,4.3,4.6,10.9
OLA101075,2024-04-18,15:48:00,CUST1213,DRV202,auto,BELLANDUR,Indiranagar,4.8,Success,,debit card,82.46,4.5,4.3,17.7
OLA100580,2024-02-04,02:47:00,CUST1027,DRV234, Sedan ,KORAMANGALA,Jayanagar,1.5,Success,,UPI,47.48,4.7,4.3,10.2
OLA100023,2024-05-25,08:38:00,CUST1020,DRV517,Mini,Sarjapur Road,Domlur,6.4,Cancelled by Driver,Customer not reachable,,0.0,,,0.0
OLA100491,2024-04-07,09:41:00,CUST1338,DRV231,MINI,Electronic City,Domlur,7.3,Success,,UPI,122.4,3.8,5.0,27.2
OLA100785,2024-05-31,07:00:00,CUST1351,DRV462,Auto,Electronic City,HSR Layout,13.4,Success,, Wallet ,133.56,4.7,4.5,49.3
OLA100843,2024-03-20,14:51:00,CUST1400,DRV244, Sedan ,KR Puram,Yelahanka,14.6,Success,,UPI,224.49,4.1,4.5,51.7
OLA100474,2024-05-02,20:51:00,CUST1018,DRV269,Sedan,KR Puram,Sarjapur Road,3.7,Success,,upi,93.68,2.8,4.8,15.1
OLA100283,2024-04-22,18:10:00,CUST1211,DRV452,Bike,Banashankari,Sarjapur Road,6.6,Cancelled by Customer,Price too high,,0.0,,,0.0
OLA100609,2024-02-27,02:01:00,CUST1285,DRV513,AUTO,whitefield,airport (kia),4.0,Success,,CASH,52.95,4.8,4.3,16.2
OLA101457,2024-02-16,20:30:00,CUST1237,DRV364,mini,Banashankari,sarjapur road,3.1,Success,,wallet,67.93,4.7,4.7,15.2
OLA101082,2024-02-20,17:45:00,CUST1132,DRV330,SUV,Koramangala,HSR Layout,12.1,Success,,UPI,236.38,4.8,4.4,35.7
OLA101254,2024-06-23,16:42:00,CUST1402,,MINI,Yelahanka,WHITEFIELD,2.3,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101497,2024-03-04,08:11:00,CUST1390,DRV365,Sedan,jayanagar,JP Nagar,2.0,Success,,Wallet,63.09,5.0,4.6,12.1
OLA100290,2024-04-15,22:37:00,CUST1116,DRV483, Mini ,Bellandur,JP Nagar,5.3,Success,,Ola Money,85.86,3.5,5.0,15.4
OLA100645,2024-01-28,18:39:00,CUST1400,DRV252,BIKE,Indiranagar,JP Nagar,9.1,Success,,UPI,72.76,3.3,4.0,25.6
OLA101500,2024-01-22,08:43:00,CUST1359,DRV514,SUV,Domlur,MALLESHWARAM,1.4,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA101187,2024-06-03,17:30:00,CUST1147,DRV503, Bike ,Indiranagar,AIRPORT (KIA),13.2,Success,,UPI,99.75,5.0,3.4,41.9
OLA100468,2024-03-23,10:24:00,CUST1419,DRV234,Auto,JP Nagar, Whitefield ,4.7,Success,,cash,61.38,5.0,4.2,13.8
OLA100605,2024-03-26,17:56:00,CUST1419,DRV251,Bike,Marathahalli,JP Nagar,5.5,Success,,UPI,49.99,3.2,4.5,17.0
OLA100067,2024-01-19,05:50:00,CUST1157,DRV504,AUTO,SARJAPUR ROAD,Hebbal,4.4,Success,,UPI,63.37,4.3,3.5,16.3
OLA100452,2024-02-07,17:36:00,CUST1080,DRV362,Mini, JP Nagar ,mg road,13.8,Cancelled by Customer,Driver taking too long,,0.0,,,0.0
OLA100662,2024-03-19,20:13:00,CUST1093,DRV450,Mini,JP Nagar,banashankari,6.8,Success,,Cash,91.83,3.9,4.7,20.4
OLA101491,2024-04-21,19:05:00,CUST1180,DRV499,Mini,BTM Layout,Electronic City,4.3,Success,,Cash,83.28,3.0,5.0,21.9
OLA101330,2024-03-17,20:42:00,CUST1152,DRV251,Bike,indiranagar,YELAHANKA,8.4,Success,,upi,92.97,4.0,4.8,22.1
OLA100927,2024-02-05,20:23:00,CUST1396,DRV408,suv,whitefield,Banashankari,12.5,Success,,Cash,245.56,4.1,3.8,30.2
OLA101104,2024-06-09,19:36:00,CUST1207,DRV431,Prime,KR Puram,marathahalli,10.1,Success,, Ola Money ,233.38,4.1,4.3,34.3
OLA100144,2024-06-15,09:07:00,CUST1013,DRV295,Sedan, Bellandur ,sarjapur road,6.2,Success,, Credit Card ,105.33,,,16.6
OLA100431,2024-06-21,12:42:00,CUST1218,DRV253,Mini,hsr layout, Sarjapur Road ,8.0,Success,,cash,115.05,5.0,5.0,31.7
OLA100693,2024-05-11,21:48:00,CUST1183,DRV359,SUV,JP NAGAR,Electronic City,9.7,Success,,UPI,194.02,4.1,4.5,29.7
OLA101096,2024-06-18,09:39:00,CUST1212,DRV280,Sedan, HSR Layout ,JP Nagar,12.0,Success,, Ola Money ,211.96,3.5,4.8,27.6
OLA101181,2024-04-27,17:21:00,CUST1282,DRV216,MINI,Domlur,Koramangala,5.7,Success,,CASH,99.74,4.2,4.6,22.1
OLA100774,2024-04-10,14:34:00,CUST1401,DRV471,Sedan,Malleshwaram,Domlur,4.5,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100717,2024-05-27,21:37:00,CUST1103,, Auto ,KR Puram, Marathahalli ,1.9,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100185,2024-01-01,18:19:00,CUST1237,DRV478,Sedan,Bellandur,BTM Layout,10.1,Success,,CREDIT CARD,163.83,5.0,3.6,35.3
OLA101180,2024-01-07,13:57:00,CUST1085,DRV226,Auto,Hebbal,Marathahalli,16.7,Success,,Debit Card,162.07,4.0,4.1,60.5
OLA101131,2024-04-03,18:16:00,CUST1220,DRV389,SEDAN,BTM Layout,Banashankari,4.4,Success,,Debit Card,92.81,4.5,4.0,13.5
OLA101342,2024-05-04,11:35:00,,DRV274,Mini,BANASHANKARI,JP Nagar,,Success,,UPI,67.74,4.2,3.9,13.3
OLA100479,2024-05-03,18:33:00,CUST1158,DRV367,Mini, MG Road ,JP Nagar,2.0,Success,,credit card,57.3,5.0,4.2,9.0
OLA100533,2024-04-30,15:03:00,CUST1223,DRV274,Mini,Domlur,KR Puram,1.0,Success,, UPI ,31.34,4.7,5.0,5.6
OLA100410,2024-04-15,08:19:00,CUST1005,DRV200,SUV, Electronic City ,Bellandur,5.3,Success,,Debit Card,119.0,3.5,4.3,16.5
OLA100676,2024-06-30,12:15:00,CUST1339,DRV364,Sedan,KR Puram,Yelahanka,4.6,Success,,Cash,79.88,4.7,3.6,12.2
OLA100561,2024-04-02,15:36:00,CUST1223,DRV332,Auto,Airport (KIA),MG Road,3.8,Success,,Cash,56.6,,,16.1
OLA100558,2024-04-06,06:26:00,CUST1327,DRV339,Sedan,jp nagar,KR Puram,3.9,Success,,Cash,90.91,5.0,3.9,14.9
OLA101490,2024-01-02,09:42:00,CUST1411,DRV302,SUV,HSR Layout,Airport (KIA),6.3,Cancelled by Customer,Found alternate transport,,0.0,,,0.0
OLA100171,2024-06-23,18:00:00,CUST1281,DRV280,Sedan,airport (kia),Malleshwaram,11.9,Success,,upi,201.12,4.5,4.1,36.1
OLA100481,2024-03-20,16:13:00,CUST1164,DRV302,Mini,MARATHAHALLI,sarjapur road,3.0,Success,, UPI ,57.57,4.3,4.3,12.1
OLA100121,2024-03-13,08:54:00,CUST1336,DRV508,Bike,YELAHANKA,WHITEFIELD,2.0,Success,,CREDIT CARD,44.48,3.9,4.5,13.0
OLA100683,2024-06-22,14:16:00,CUST1348,DRV486,BIKE,KORAMANGALA,KR Puram,9.4,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA100090,2024-05-22,10:50:00,CUST1202,DRV207,Mini,MG ROAD,Airport (KIA),8.6,Success,,credit card,120.66,3.8,4.1,28.1
OLA100222,2024-02-06,10:21:00,CUST1233,DRV305,SUV,Banashankari,Malleshwaram,,Success,, UPI ,127.73,4.5,3.6,17.4
OLA101156,2024-05-05,05:34:00,CUST1167,DRV285,BIKE,Marathahalli,Rajajinagar,6.6,Success,,Debit Card,63.14,4.9,4.2,16.8
OLA100108,2024-05-25,15:56:00,CUST1026,DRV279,mini,DOMLUR,Indiranagar,6.0,Success,,Cash,101.22,4.5,4.0,18.1
OLA100669,2024-04-14,17:03:00,CUST1314,DRV366,mini, Indiranagar ,Yelahanka,9.3,Success,,upi,129.0,4.0,4.4,27.4
OLA100473,2024-06-24,09:25:00,CUST1370,DRV491,SUV,Koramangala,jayanagar,5.9,Cancelled by Customer,Wrong pickup location,,0.0,,,0.0
OLA100159,2024-04-13,10:25:00,CUST1026,DRV491,SUV,Banashankari,Sarjapur Road,4.1,Success,,DEBIT CARD,97.46,3.8,3.1,15.4
OLA100624,2024-02-24,19:51:00,CUST1329,DRV344,sedan,Indiranagar,MG Road,7.1,Success,,UPI,130.81,4.0,5.0,25.6
OLA100267,2024-02-01,01:53:00,CUST1399,DRV313,Mini,Bellandur,Banashankari,5.4,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA101338,2024-04-04,09:26:00,CUST1193,DRV465,Auto, KR Puram ,JAYANAGAR,5.9,Success,,credit card,87.93,3.7,3.7,18.2
OLA101258,2024-03-15,16:13:00,CUST1306,DRV372, Mini ,Airport (KIA),Banashankari,13.8,Success,,Cash,174.17,4.3,4.9,43.4
OLA100590,2024-01-20,19:34:00,CUST1109,DRV347,Mini,Hebbal, Domlur ,4.1,Success,,Ola Money,72.16,,,11.2
OLA100250,2024-06-09,17:49:00,CUST1212,DRV416,auto,Whitefield,Sarjapur Road,6.3,Success,,OLA MONEY,81.53,4.9,5.0,22.2
OLA100089,2024-03-16,18:21:00,CUST1411,DRV258,Sedan,Whitefield,hsr layout,7.5,Success,,Cash,142.62,3.9,4.6,22.4
OLA101334,2024-05-15,09:08:00,CUST1207,DRV502,Sedan,Sarjapur Road,HEBBAL,4.7,Success,,upi,88.88,4.8,4.4,15.5
OLA100421,2024-01-16,05:41:00,CUST1078,,Auto,Electronic City,malleshwaram,19.4,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100831,2024-05-28,06:53:00,CUST1304,DRV280,Mini,Banashankari,Electronic City,4.5,Success,,UPI,66.87,4.4,4.2,17.3
OLA101354,2024-06-09,18:48:00,CUST1153,DRV421,Mini,whitefield,Jayanagar,10.1,Success,,Credit Card,140.31,4.3,4.2,31.3
OLA100141,2024-04-19,07:28:00,CUST1179,,mini,BANASHANKARI,KR Puram,4.2,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100953,2024-06-15,10:18:00,CUST1318,DRV215,mini,Indiranagar,yelahanka,16.1,Cancelled by Driver,Vehicle breakdown,,0.0,,,0.0
OLA101014,2024-06-23,16:57:00,CUST1442,DRV297, Auto ,Electronic City,Yelahanka,8.2,Success,,UPI,82.2,5.0,4.4,26.9
OLA100467,2024-03-13,16:44:00,CUST1358,DRV504,SUV,JP Nagar,hsr layout,2.7,Success,,Debit Card,92.59,2.6,4.5,9.2
OLA100463,2024-01-14,12:19:00,CUST1373,,Mini,HSR Layout,MG Road,17.1,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA100478,2024-02-25,14:11:00,CUST1057,DRV391,Auto,jayanagar,Whitefield,2.5,Success,,upi,48.31,4.6,4.4,11.1
OLA100674,2024-03-05,19:24:00,CUST1179,DRV308,suv,Malleshwaram,Hebbal,1.5,Success,,CASH,43.36,4.8,4.0,7.3
OLA100912,2024-01-14,06:17:00,CUST1424,DRV254,Sedan,MG ROAD,Yelahanka,16.0,Success,,cash,255.96,4.3,4.6,34.6
OLA100106,2024-06-21,16:01:00,CUST1311,DRV336,mini,Marathahalli,yelahanka,2.3,Success,,Credit Card,67.95,3.9,4.3,9.6
OLA101194,2024-03-22,11:55:00,CUST1323,DRV276,Sedan,Koramangala,KR Puram,4.4,Success,,UPI,100.34,4.7,5.0,18.5
OLA101374,2024-02-24,06:49:00,CUST1128,,SEDAN,indiranagar,Rajajinagar,4.5,Driver Not Found,No drivers available in area,,0.0,,,0.0
OLA101144,2024-03-20,20:06:00,CUST1178,DRV292,SUV, HSR Layout , MG Road ,12.0,Success,,Ola Money,245.93,4.6,3.8,30.0
OLA100943,2024-04-23,04:13:00,CUST1194,DRV294,AUTO,JP Nagar,Indiranagar,1.9,Success,,Ola Money,50.01,5.0,4.6,11.6
OLA100151,2024-03-29,21:33:00,CUST1145,DRV240,Mini,JP Nagar,MARATHAHALLI,5.6,Success,,UPI,80.36,3.7,4.0,18.2
OLA101331,2024-01-18,06:37:00,CUST1002,DRV254,bike,Indiranagar,malleshwaram,2.3,Success,, Ola Money ,53.09,4.9,4.4,10.0
OLA100702,2024-05-10,21:56:00,CUST1250,DRV307,AUTO, Airport (KIA) ,WHITEFIELD,8.2,Success,,UPI,85.62,4.3,5.0,22.7
