Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min),Booking Day,Booking Month,Booking Week,Is Weekend,Booking Hour,Is Cancelled,Revenue per KM,Validation Flag
OLA100724,2024-02-11,07:01:00,CUST1310,DRV251,Mini,MG Road,Sarjapur Road,11.0,Success,Not Applicable,UPI,158.24,4.5,4.3,26.2,Sunday,February,6,Yes,7,No,14.39,OK
OLA100725,2024-04-22,10:13:00,CUST1365,DRV217,Bike,JP Nagar,Jayanagar,7.2,Success,Not Applicable,Credit Card,71.46,4.9,5.0,21.2,Monday,April,17,No,10,No,9.92,OK
OLA100726,2024-06-17,20:24:00,CUST1353,DRV357,Sedan,Domlur,Koramangala,5.2,Success,Not Applicable,Ola Money,89.26,4.3,4.2,18.5,Monday,June,25,No,20,No,17.17,OK
OLA100728,2024-02-12,04:32:00,CUST1055,DRV367,Sedan,Jayanagar,BTM Layout,4.8,Success,Not Applicable,UPI,110.23,4.3,4.3,15.4,Monday,February,7,No,4,No,22.96,OK
OLA100729,2024-03-23,07:25:00,CUST1334,DRV361,Mini,Jayanagar,Airport (KIA),6.9,Success,Not Applicable,UPI,97.5,4.1,3.6,24.6,Saturday,March,12,Yes,7,No,14.13,OK
OLA100730,2024-02-25,11:49:00,CUST1306,DRV455,Prime,MG Road,Sarjapur Road,4.5,Cancelled by Driver,Traffic/road closure,Not Applicable,0.0,,,0.0,Sunday,February,8,Yes,11,Yes,0.0,OK
OLA100731,2024-02-13,08:06:00,CUST1307,DRV366,Prime,Bellandur,Electronic City,16.0,Success,Not Applicable,Ola Money,344.96,5.0,4.8,35.5,Tuesday,February,7,No,8,No,21.56,OK
OLA100732,2024-05-03,05:01:00,CUST1311,DRV499,Sedan,Malleshwaram,BTM Layout,3.1,Success,Not Applicable,Debit Card,73.5,4.5,4.3,12.4,Friday,May,18,No,5,No,23.71,OK
OLA100733,2024-02-01,09:47:00,CUST1219,DRV324,SUV,Indiranagar,HSR Layout,3.6,Success,Not Applicable,UPI,91.04,3.9,5.0,14.0,Thursday,February,5,No,9,No,25.29,OK
OLA100734,2024-06-02,22:28:00,CUST1378,Not Assigned,Mini,Yelahanka,Indiranagar,5.0,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Sunday,June,22,Yes,22,Yes,0.0,OK
OLA100735,2024-06-14,18:48:00,CUST1012,DRV317,Bike,Yelahanka,Banashankari,4.1,Success,Not Applicable,UPI,46.87,4.4,4.6,14.0,Friday,June,24,No,18,No,11.43,OK
OLA100736,2024-06-24,17:14:00,CUST1311,DRV395,SUV,HSR Layout,Airport (KIA),8.0,Success,Not Applicable,UPI,177.89,4.3,4.8,27.0,Monday,June,26,No,17,No,22.24,OK
OLA100737,2024-02-06,20:08:00,CUST1046,DRV288,SUV,Jayanagar,Marathahalli,8.1,Success,Not Applicable,UPI,176.02,3.6,4.5,22.8,Tuesday,February,6,No,20,No,21.73,OK
OLA100738,2024-04-18,07:15:00,CUST1155,DRV346,SUV,Jayanagar,Hebbal,15.7,Success,Not Applicable,UPI,323.47,4.7,4.3,34.2,Thursday,April,16,No,7,No,20.6,OK
OLA100739,2024-04-30,12:32:00,CUST1312,DRV421,Auto,Airport (KIA),Koramangala,11.3,Success,Not Applicable,UPI,128.26,5.0,4.8,42.8,Tuesday,April,18,No,12,No,11.35,OK
OLA100740,2024-05-17,07:46:00,CUST1089,DRV331,Sedan,Hebbal,Airport (KIA),5.1,Success,Not Applicable,Credit Card,94.9,4.2,5.0,16.4,Friday,May,20,No,7,No,18.61,OK
OLA100741,2024-02-20,07:12:00,CUST1002,DRV206,Bike,Banashankari,Malleshwaram,2.4,Success,Not Applicable,Cash,41.54,4.7,3.6,12.6,Tuesday,February,8,No,7,No,17.31,OK
OLA100742,2024-03-19,16:37:00,CUST1036,DRV409,Bike,MG Road,Rajajinagar,1.5,Success,Not Applicable,Debit Card,51.96,4.0,4.8,10.9,Tuesday,March,12,No,16,No,34.64,OK
OLA100743,2024-03-30,13:31:00,CUST1325,DRV388,Auto,Bellandur,KR Puram,4.7,Success,Not Applicable,Credit Card,74.67,4.3,4.1,22.1,Saturday,March,13,Yes,13,No,15.89,OK
OLA100744,2024-06-22,02:42:00,CUST1330,DRV275,Mini,KR Puram,Electronic City,6.0,Success,Not Applicable,UPI,88.63,,,18.5,Saturday,June,25,Yes,2,No,14.77,OK
OLA100745,2024-01-24,16:58:00,CUST1196,DRV403,Auto,Whitefield,JP Nagar,2.5,Cancelled by Customer,Driver taking too long,Not Applicable,0.0,,,0.0,Wednesday,January,4,No,16,Yes,0.0,OK
OLA100746,2024-04-19,08:19:00,CUST1256,DRV472,Auto,Bellandur,Domlur,6.0,Success,Not Applicable,UPI,102.64,4.8,4.6,25.8,Friday,April,16,No,8,No,17.11,OK
OLA100747,2024-06-11,15:51:00,CUST1176,DRV273,Mini,Jayanagar,Rajajinagar,8.5,Success,Not Applicable,UPI,129.47,4.9,3.9,30.0,Tuesday,June,24,No,15,No,15.23,OK
OLA100748,2024-06-27,11:26:00,CUST1335,DRV347,Auto,HSR Layout,Jayanagar,2.8,Success,Not Applicable,Wallet,48.64,5.0,5.0,11.2,Thursday,June,26,No,11,No,17.37,OK
OLA100749,2024-04-25,15:13:00,CUST1095,DRV302,Mini,HSR Layout,BTM Layout,2.4,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Thursday,April,17,No,15,Yes,0.0,OK
OLA100750,2024-04-22,16:39:00,CUST1055,DRV285,Mini,Whitefield,Rajajinagar,2.4,Success,Not Applicable,Cash,45.14,4.6,4.3,11.2,Monday,April,17,No,16,No,18.81,OK
OLA100751,2024-01-26,00:17:00,CUST1384,DRV203,Auto,Indiranagar,Electronic City,5.6,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Friday,January,4,No,0,Yes,0.0,OK
OLA100752,2024-06-03,13:48:00,CUST1136,DRV448,Sedan,Yelahanka,KR Puram,7.4,Success,Not Applicable,UPI,128.7,4.2,4.0,23.4,Monday,June,23,No,13,No,17.39,OK
OLA100753,2024-04-02,17:24:00,CUST1312,DRV229,Prime,Yelahanka,MG Road,6.7,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Tuesday,April,14,No,17,Yes,0.0,OK
OLA100754,2024-02-05,02:07:00,CUST1444,DRV471,Mini,BTM Layout,Bellandur,10.4,Success,Not Applicable,Credit Card,142.96,4.6,4.2,25.8,Monday,February,6,No,2,No,13.75,OK
OLA100755,2024-01-01,22:52:00,CUST1164,DRV208,Auto,Indiranagar,Banashankari,14.8,Success,Not Applicable,Debit Card,153.74,4.6,3.9,42.3,Monday,January,1,No,22,No,10.39,OK
OLA100756,2024-03-30,12:59:00,CUST1243,DRV251,Auto,Hebbal,Jayanagar,8.5,Cancelled by Customer,Price too high,Not Applicable,0.0,,,0.0,Saturday,March,13,Yes,12,Yes,0.0,OK
OLA100757,2024-05-09,03:31:00,CUST1407,DRV244,Sedan,JP Nagar,KR Puram,3.2,Success,Not Applicable,UPI,64.84,4.9,4.9,15.8,Thursday,May,19,No,3,No,20.26,OK
OLA100758,2024-02-24,07:42:00,CUST1358,DRV245,Mini,Koramangala,Jayanagar,2.6,Success,Not Applicable,Credit Card,71.47,4.3,4.3,10.4,Saturday,February,8,Yes,7,No,27.49,OK
OLA100759,2024-06-19,13:57:00,CUST1343,DRV263,Auto,JP Nagar,Airport (KIA),7.8,Success,Not Applicable,Debit Card,80.11,4.2,4.2,23.1,Wednesday,June,25,No,13,No,10.27,OK
OLA100760,2024-06-02,05:21:00,CUST1193,DRV395,Auto,JP Nagar,Rajajinagar,21.9,Success,Not Applicable,UPI,214.45,4.6,4.3,69.5,Sunday,June,22,Yes,5,No,9.79,OK
OLA100761,2024-05-31,20:47:00,CUST1059,DRV493,Sedan,Yelahanka,Rajajinagar,4.1,Success,Not Applicable,Ola Money,89.71,4.9,5.0,18.3,Friday,May,22,No,20,No,21.88,OK
OLA100762,2024-04-18,09:23:00,CUST1408,DRV264,SUV,Domlur,Sarjapur Road,2.0,Success,Not Applicable,UPI,57.66,3.2,4.9,9.5,Thursday,April,16,No,9,No,28.83,OK
OLA100763,2024-03-16,19:31:00,CUST1348,DRV433,Mini,Hebbal,Electronic City,11.2,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Saturday,March,11,Yes,19,Yes,0.0,OK
OLA100764,2024-01-09,15:19:00,CUST1257,DRV263,Mini,Sarjapur Road,Airport (KIA),6.0,Success,Not Applicable,UPI,99.93,3.7,4.4,24.1,Tuesday,January,2,No,15,No,16.66,OK
OLA100765,2024-03-26,07:45:00,CUST1107,DRV315,Auto,Indiranagar,Jayanagar,3.2,Success,Not Applicable,Ola Money,66.3,4.5,4.6,15.5,Tuesday,March,13,No,7,No,20.72,OK
OLA100766,2024-02-10,23:35:00,CUST1200,DRV372,Sedan,Airport (KIA),Banashankari,3.5,Success,Not Applicable,Credit Card,86.73,4.8,4.3,12.0,Saturday,February,6,Yes,23,No,24.78,OK
OLA100767,2024-02-19,17:35:00,CUST1201,DRV249,Mini,Sarjapur Road,Indiranagar,6.2,Success,Not Applicable,UPI,108.69,3.4,4.4,18.2,Monday,February,8,No,17,No,17.53,OK
OLA100768,2024-06-27,13:57:00,CUST1074,DRV307,Mini,Jayanagar,Koramangala,3.6,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Thursday,June,26,No,13,Yes,0.0,OK
OLA100769,2024-06-22,18:54:00,CUST1075,DRV392,Prime,Rajajinagar,HSR Layout,13.9,Success,Not Applicable,UPI,320.78,4.9,5.0,29.4,Saturday,June,25,Yes,18,No,23.08,OK
OLA100770,2024-05-11,16:37:00,CUST1222,DRV276,Auto,Bellandur,BTM Layout,6.5,Success,Not Applicable,Wallet,68.02,4.3,5.0,21.8,Saturday,May,19,Yes,16,No,10.46,OK
OLA100771,2024-06-16,18:49:00,CUST1354,DRV245,Auto,Bellandur,Marathahalli,11.4,Success,Not Applicable,UPI,125.17,3.9,4.6,40.4,Sunday,June,24,Yes,18,No,10.98,OK
OLA100772,2024-06-13,17:32:00,CUST1115,DRV211,SUV,Sarjapur Road,Airport (KIA),5.0,Success,Not Applicable,Cash,113.21,,,13.4,Thursday,June,24,No,17,No,22.64,OK
OLA100773,2024-06-14,17:19:00,CUST1292,DRV264,Mini,Whitefield,Sarjapur Road,12.3,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Friday,June,24,No,17,Yes,0.0,OK
OLA100774,2024-04-10,14:34:00,CUST1401,DRV471,Sedan,Malleshwaram,Domlur,4.5,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Wednesday,April,15,No,14,Yes,0.0,OK
OLA100775,2024-02-01,18:13:00,CUST1337,DRV260,Mini,Domlur,HSR Layout,10.0,Success,Not Applicable,Cash,125.16,3.0,4.5,29.0,Thursday,February,5,No,18,No,12.52,OK
OLA100776,2024-06-16,07:35:00,CUST1131,Not Assigned,Mini,MG Road,JP Nagar,4.2,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Sunday,June,24,Yes,7,Yes,0.0,OK
OLA100777,2024-02-13,12:42:00,CUST1000,DRV327,Sedan,Malleshwaram,Hebbal,12.1,Success,Not Applicable,Cash,204.17,4.0,3.9,34.0,Tuesday,February,7,No,12,No,16.87,OK
OLA100778,2024-03-31,16:32:00,CUST1107,DRV250,Auto,Indiranagar,Marathahalli,3.8,Success,Not Applicable,UPI,46.5,3.9,4.3,10.9,Sunday,March,13,Yes,16,No,12.24,OK
OLA100779,2024-05-21,08:22:00,CUST1142,DRV265,Auto,Rajajinagar,Whitefield,4.0,Success,Not Applicable,Cash,63.5,3.0,5.0,11.8,Tuesday,May,21,No,8,No,15.88,OK
OLA100780,2024-03-06,17:44:00,CUST1073,DRV474,Mini,Marathahalli,Jayanagar,10.7,Success,Not Applicable,UPI,154.13,4.7,3.8,28.8,Wednesday,March,10,No,17,No,14.4,OK
OLA100781,2024-02-09,09:50:00,CUST1222,DRV394,Mini,Domlur,BTM Layout,5.3,Success,Not Applicable,UPI,75.63,4.3,4.5,21.6,Friday,February,6,No,9,No,14.27,OK
OLA100782,2024-06-12,06:58:00,CUST1170,DRV339,Mini,BTM Layout,Hebbal,14.2,Success,Not Applicable,UPI,171.5,4.6,5.0,31.3,Wednesday,June,24,No,6,No,12.08,OK
OLA100783,2024-02-01,07:46:00,CUST1448,DRV356,SUV,Airport (KIA),MG Road,9.2,Success,Not Applicable,Credit Card,196.47,4.8,3.8,23.6,Thursday,February,5,No,7,No,21.36,OK
OLA100784,2024-01-13,07:48:00,CUST1199,DRV292,Sedan,JP Nagar,Sarjapur Road,6.2,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Saturday,January,2,Yes,7,Yes,0.0,OK
OLA100785,2024-05-31,07:00:00,CUST1351,DRV462,Auto,Electronic City,HSR Layout,13.4,Success,Not Applicable,Wallet,133.56,4.7,4.5,49.3,Friday,May,22,No,7,No,9.97,OK
OLA100786,2024-06-30,18:43:00,CUST1311,DRV414,Auto,HSR Layout,Airport (KIA),5.6,Cancelled by Customer,Price too high,Not Applicable,0.0,,,0.0,Sunday,June,26,Yes,18,Yes,0.0,OK
OLA100787,2024-03-14,09:27:00,CUST1266,DRV317,Sedan,Whitefield,Yelahanka,6.8,Success,Not Applicable,Credit Card,122.4,4.5,4.8,23.7,Thursday,March,11,No,9,No,18.0,OK
OLA100788,2024-01-24,07:03:00,CUST1043,DRV346,SUV,Airport (KIA),Koramangala,7.3,Success,Not Applicable,Cash,175.26,3.7,4.6,23.8,Wednesday,January,4,No,7,No,24.01,OK
OLA100789,2024-05-11,17:43:00,CUST1272,DRV263,Sedan,Domlur,Jayanagar,16.5,Success,Not Applicable,Debit Card,273.33,4.2,4.1,41.6,Saturday,May,19,Yes,17,No,16.57,OK
OLA100790,2024-03-03,23:42:00,CUST1421,DRV470,Auto,Indiranagar,Airport (KIA),3.0,Success,Not Applicable,UPI,67.94,,,11.1,Sunday,March,9,Yes,23,No,22.65,OK
OLA100791,2024-01-20,10:08:00,CUST1263,DRV380,Prime,Rajajinagar,Malleshwaram,6.1,Success,Not Applicable,UPI,148.37,4.8,4.5,26.2,Saturday,January,3,Yes,10,No,24.32,OK
OLA100792,2024-05-18,19:54:00,CUST1060,DRV348,Mini,Hebbal,Marathahalli,4.4,Success,Not Applicable,UPI,69.79,4.6,4.9,13.5,Saturday,May,20,Yes,19,No,15.86,OK
OLA100793,2024-06-13,13:57:00,CUST1018,DRV437,Bike,Airport (KIA),Indiranagar,3.9,Success,Not Applicable,UPI,49.07,4.8,4.4,14.5,Thursday,June,24,No,13,No,12.58,OK
OLA100795,2024-06-17,08:30:00,CUST1202,DRV391,Mini,Rajajinagar,HSR Layout,8.7,Success,Not Applicable,Cash,126.79,3.7,3.6,22.3,Monday,June,25,No,8,No,14.57,OK
OLA100796,2024-02-05,10:27:00,CUST1002,DRV383,Bike,Jayanagar,MG Road,8.8,Success,Not Applicable,Ola Money,73.49,4.6,4.7,28.9,Monday,February,6,No,10,No,8.35,OK
OLA100797,2024-02-11,17:30:00,CUST1340,DRV336,Mini,Airport (KIA),Sarjapur Road,3.8,Success,Not Applicable,Debit Card,71.67,4.6,3.9,18.0,Sunday,February,6,Yes,17,No,18.86,OK
OLA100798,2024-04-12,13:59:00,CUST1379,DRV399,Mini,MG Road,Koramangala,13.7,Success,Not Applicable,UPI,169.48,4.5,3.6,51.3,Friday,April,15,No,13,No,12.37,OK
OLA100799,2024-03-28,12:38:00,CUST1377,DRV204,Sedan,Hebbal,Yelahanka,6.4,Success,Not Applicable,Cash,119.18,4.1,4.7,20.8,Thursday,March,13,No,12,No,18.62,OK
OLA100800,2024-03-04,09:07:00,CUST1442,DRV334,Prime,BTM Layout,KR Puram,5.5,Success,Not Applicable,Cash,120.95,4.5,4.6,16.4,Monday,March,10,No,9,No,21.99,OK
OLA100801,2024-02-16,08:54:00,CUST1302,Not Assigned,Mini,Electronic City,Rajajinagar,8.0,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Friday,February,7,No,8,Yes,0.0,OK
OLA100802,2024-02-07,12:39:00,CUST1102,DRV246,Bike,Bellandur,KR Puram,2.1,Success,Not Applicable,Cash,43.35,4.8,4.7,7.3,Wednesday,February,6,No,12,No,20.64,OK
OLA100803,2024-01-16,13:41:00,CUST1026,DRV355,Mini,Banashankari,Marathahalli,3.0,Success,Not Applicable,UPI,76.29,4.2,5.0,15.8,Tuesday,January,3,No,13,No,25.43,OK
OLA100804,2024-01-01,05:47:00,CUST1164,DRV308,Mini,Marathahalli,MG Road,4.1,Success,Not Applicable,UPI,73.03,,,13.9,Monday,January,1,No,5,No,17.81,OK
OLA100805,2024-06-20,01:35:00,CUST1394,DRV266,Sedan,Banashankari,Domlur,8.8,Success,Not Applicable,Cash,154.07,5.0,4.9,22.7,Thursday,June,25,No,1,No,17.51,OK
OLA100806,2024-01-28,07:47:00,CUST1308,DRV261,Mini,Jayanagar,BTM Layout,18.2,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Sunday,January,4,Yes,7,Yes,0.0,OK
OLA100807,2024-05-19,16:19:00,CUST1371,DRV442,Prime,Jayanagar,Sarjapur Road,7.0,Success,Not Applicable,UPI,176.62,4.9,5.0,25.6,Sunday,May,20,Yes,16,No,25.23,OK
OLA100808,2024-05-23,22:57:00,CUST1187,DRV429,Auto,MG Road,KR Puram,4.4,Success,Not Applicable,UPI,52.23,4.6,3.7,13.5,Thursday,May,21,No,22,No,11.87,OK
OLA100809,2024-06-02,08:08:00,CUST1148,DRV223,Prime,Indiranagar,BTM Layout,7.6,Success,Not Applicable,Wallet,189.22,3.0,5.0,23.8,Sunday,June,22,Yes,8,No,24.9,OK
OLA100810,2024-02-12,12:32:00,CUST1196,DRV487,Auto,Bellandur,Marathahalli,8.4,Success,Not Applicable,UPI,88.41,3.9,4.5,24.9,Monday,February,7,No,12,No,10.52,OK
OLA100811,2024-05-11,12:45:00,CUST1368,DRV468,Mini,BTM Layout,Yelahanka,17.6,Success,Not Applicable,UPI,229.85,4.0,4.7,54.0,Saturday,May,19,Yes,12,No,13.06,OK
OLA100812,2024-01-11,16:56:00,CUST1142,DRV268,Mini,Indiranagar,Marathahalli,5.4,Success,Not Applicable,Credit Card,104.09,5.0,4.4,22.4,Thursday,January,2,No,16,No,19.28,OK
OLA100813,2024-04-04,09:45:00,CUST1281,DRV335,Auto,Rajajinagar,Hebbal,10.9,Success,Not Applicable,UPI,111.94,5.0,4.6,29.2,Thursday,April,14,No,9,No,10.27,OK
OLA100814,2024-03-12,07:01:00,CUST1275,DRV498,Mini,Bellandur,Marathahalli,3.0,Success,Not Applicable,UPI,74.1,4.6,4.0,13.9,Tuesday,March,11,No,7,No,24.7,OK
OLA100815,2024-03-09,08:40:00,CUST1413,DRV402,Mini,BTM Layout,KR Puram,17.9,Cancelled by Driver,Vehicle breakdown,Not Applicable,0.0,,,0.0,Saturday,March,10,Yes,8,Yes,0.0,OK
OLA100816,2024-05-06,07:11:00,CUST1417,DRV290,Mini,Airport (KIA),HSR Layout,4.2,Success,Not Applicable,Cash,80.63,5.0,4.8,15.5,Monday,May,19,No,7,No,19.2,OK
OLA100817,2024-06-04,08:09:00,CUST1036,DRV418,Mini,Bellandur,MG Road,7.8,Success,Not Applicable,UPI,122.53,4.6,3.9,18.5,Tuesday,June,23,No,8,No,15.71,OK
OLA100818,2024-04-08,02:52:00,CUST1006,DRV222,Mini,Whitefield,Hebbal,28.7,Success,Not Applicable,Wallet,334.98,4.4,3.8,102.5,Monday,April,15,No,2,No,11.67,OK
OLA100819,2024-01-28,14:52:00,CUST1173,DRV243,Mini,Airport (KIA),Domlur,7.6,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Sunday,January,4,Yes,14,Yes,0.0,OK
OLA100820,2024-03-25,13:15:00,CUST1028,DRV478,Auto,JP Nagar,MG Road,5.3,Success,Not Applicable,Ola Money,58.04,4.0,4.3,15.0,Monday,March,13,No,13,No,10.95,OK
OLA100821,2024-04-16,07:58:00,CUST1114,DRV212,Mini,Bellandur,Electronic City,5.7,Success,Not Applicable,Credit Card,88.3,4.0,4.9,17.2,Tuesday,April,16,No,7,No,15.49,OK
OLA100822,2024-01-29,13:07:00,CUST1114,DRV252,Prime,Hebbal,Bellandur,7.1,Success,Not Applicable,UPI,159.29,3.6,4.7,26.0,Monday,January,5,No,13,No,22.44,OK
OLA100823,2024-01-12,16:11:00,CUST1219,DRV471,Sedan,HSR Layout,KR Puram,8.8,Success,Not Applicable,UPI,142.71,3.8,4.5,30.7,Friday,January,2,No,16,No,16.22,OK
OLA100824,2024-01-27,08:31:00,CUST1338,Not Assigned,Bike,Whitefield,Koramangala,6.3,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Saturday,January,4,Yes,8,Yes,0.0,OK
OLA100825,2024-06-16,07:09:00,CUST1199,DRV428,Auto,Airport (KIA),Whitefield,4.3,Success,Not Applicable,UPI,52.79,4.2,4.6,12.0,Sunday,June,24,Yes,7,No,12.28,OK
OLA100826,2024-02-02,07:24:00,CUST1180,DRV363,Sedan,Airport (KIA),Rajajinagar,7.3,Success,Not Applicable,Ola Money,135.25,4.2,4.0,29.6,Friday,February,5,No,7,No,18.53,OK
OLA100827,2024-04-08,12:31:00,CUST1275,DRV473,Sedan,JP Nagar,BTM Layout,5.4,Success,Not Applicable,Credit Card,102.14,3.4,3.5,19.0,Monday,April,15,No,12,No,18.91,OK
OLA100828,2024-02-26,17:15:00,CUST1185,Not Assigned,Mini,Koramangala,Bellandur,4.4,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Monday,February,9,No,17,Yes,0.0,OK
OLA100829,2024-01-29,05:22:00,CUST1184,DRV271,Mini,Electronic City,Sarjapur Road,2.6,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Monday,January,5,No,5,Yes,0.0,OK
OLA100830,2024-02-23,19:03:00,CUST1382,DRV270,Mini,Electronic City,Rajajinagar,3.0,Success,Not Applicable,UPI,69.99,3.8,3.8,9.8,Friday,February,8,No,19,No,23.33,OK
OLA100831,2024-05-28,06:53:00,CUST1304,DRV280,Mini,Banashankari,Electronic City,4.5,Success,Not Applicable,UPI,66.87,4.4,4.2,17.3,Tuesday,May,22,No,6,No,14.86,OK
OLA100832,2024-02-16,13:08:00,CUST1383,DRV470,Auto,Hebbal,Malleshwaram,7.4,Success,Not Applicable,UPI,86.55,4.3,4.0,21.5,Friday,February,7,No,13,No,11.7,OK
OLA100833,2024-02-09,05:41:00,CUST1016,DRV509,Auto,Malleshwaram,HSR Layout,8.5,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Friday,February,6,No,5,Yes,0.0,OK
OLA100834,2024-04-26,14:53:00,CUST1132,DRV492,SUV,BTM Layout,KR Puram,1.7,Success,Not Applicable,Wallet,73.54,4.4,5.0,9.6,Friday,April,17,No,14,No,43.26,OK
OLA100835,2024-02-24,11:03:00,CUST1112,DRV400,Mini,JP Nagar,Whitefield,7.5,Success,Not Applicable,Debit Card,122.0,3.7,4.0,26.0,Saturday,February,8,Yes,11,No,16.27,OK
OLA100836,2024-02-12,05:23:00,CUST1331,DRV417,Mini,MG Road,Electronic City,5.9,Success,Not Applicable,UPI,82.23,4.8,4.1,14.0,Monday,February,7,No,5,No,13.94,OK
OLA100837,2024-05-18,06:13:00,CUST1305,DRV205,Auto,Hebbal,Jayanagar,5.6,Success,Not Applicable,Wallet,76.35,3.9,4.7,21.8,Saturday,May,20,Yes,6,No,13.63,OK
OLA100838,2024-05-24,04:50:00,CUST1247,DRV223,Mini,Whitefield,Yelahanka,15.2,Success,Not Applicable,UPI,182.45,4.6,4.6,45.9,Friday,May,21,No,4,No,12.0,OK
OLA100839,2024-04-10,18:08:00,CUST1359,DRV249,Sedan,Malleshwaram,MG Road,7.7,Success,Not Applicable,Cash,137.87,3.1,3.8,32.0,Wednesday,April,15,No,18,No,17.91,OK
OLA100840,2024-01-10,09:09:00,CUST1349,DRV437,Mini,Whitefield,Marathahalli,4.3,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Wednesday,January,2,No,9,Yes,0.0,OK
OLA100841,2024-02-06,18:10:00,CUST1256,DRV464,Prime,Domlur,Malleshwaram,5.8,Success,Not Applicable,UPI,158.91,5.0,4.2,16.0,Tuesday,February,6,No,18,No,27.4,OK
OLA100842,2024-04-20,03:45:00,CUST1396,DRV398,Mini,Domlur,Whitefield,11.1,Success,Not Applicable,UPI,165.84,3.3,3.9,23.4,Saturday,April,16,Yes,3,No,14.94,OK
OLA100843,2024-03-20,14:51:00,CUST1400,DRV244,Sedan,KR Puram,Yelahanka,14.6,Success,Not Applicable,UPI,224.49,4.1,4.5,51.7,Wednesday,March,12,No,14,No,15.38,OK
OLA100844,2024-01-19,07:49:00,CUST1235,DRV332,Prime,Marathahalli,Airport (KIA),2.5,Success,Not Applicable,UPI,84.51,5.0,4.3,13.0,Friday,January,3,No,7,No,33.8,OK
OLA100845,2024-03-14,11:54:00,CUST1317,DRV266,Sedan,Malleshwaram,Yelahanka,7.2,Success,Not Applicable,Ola Money,127.01,3.4,4.0,20.8,Thursday,March,11,No,11,No,17.64,OK
OLA100846,2024-06-23,04:41:00,CUST1029,DRV325,Auto,JP Nagar,Koramangala,7.7,Success,Not Applicable,Ola Money,81.24,3.9,4.0,25.3,Sunday,June,25,Yes,4,No,10.55,OK
OLA100847,2024-02-27,11:29:00,CUST1342,DRV247,Sedan,KR Puram,Sarjapur Road,4.0,Success,Not Applicable,Ola Money,98.0,4.0,4.6,18.9,Tuesday,February,9,No,11,No,24.5,OK
OLA100848,2024-04-11,18:12:00,CUST1205,DRV368,Mini,Yelahanka,Malleshwaram,5.3,Success,Not Applicable,Cash,79.68,3.6,4.5,21.0,Thursday,April,15,No,18,No,15.03,OK
OLA100849,2024-04-30,07:13:00,CUST1163,DRV490,Mini,Domlur,Bellandur,12.2,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Tuesday,April,18,No,7,Yes,0.0,OK
OLA100850,2024-05-01,08:13:00,CUST1444,DRV211,Prime,Rajajinagar,Marathahalli,4.3,Success,Not Applicable,UPI,108.56,5.0,4.5,16.6,Wednesday,May,18,No,8,No,25.25,OK
OLA100851,2024-04-25,19:33:00,CUST1109,DRV332,Mini,Indiranagar,MG Road,4.2,Success,Not Applicable,UPI,88.05,4.6,4.1,11.8,Thursday,April,17,No,19,No,20.96,OK
OLA100852,2024-04-17,13:34:00,CUST1352,DRV282,Prime,Rajajinagar,Banashankari,3.8,Success,Not Applicable,Ola Money,118.38,3.8,4.0,13.1,Wednesday,April,16,No,13,No,31.15,OK
OLA100853,2024-02-20,06:42:00,CUST1296,DRV515,Mini,Yelahanka,Koramangala,8.4,Success,Not Applicable,UPI,111.92,5.0,4.3,32.3,Tuesday,February,8,No,6,No,13.32,OK
OLA100854,2024-06-21,11:33:00,CUST1369,DRV201,Prime,Electronic City,Airport (KIA),2.7,Success,Not Applicable,UPI,88.17,4.3,3.9,15.2,Friday,June,25,No,11,No,32.66,OK
OLA100855,2024-06-27,14:10:00,CUST1307,DRV393,Mini,Jayanagar,BTM Layout,3.2,Success,Not Applicable,UPI,79.35,3.9,4.4,17.4,Thursday,June,26,No,14,No,24.8,OK
